generation,id,novelty,score,species,parent1,parent2
378,184732,15.152880482920915,0.7598934527826152,15,183691,184122
379,185169,13.716855300709529,0.7559676771419243,15,184746,184723
380,185525,9.118897912411903,0.7581434246453121,18,184910,184930
381,186097,14.577853403234759,0.7573506030510376,16,185649,185649
382,186780,14.096833078248352,0.7614685912327498,11,186313,186241
383,186960,12.799722560139054,0.7583253794618109,18,186503,186482
384,187779,12.52370834234545,0.7621378850808835,11,187300,187297
385,188273,13.919081885037633,0.7600861544213493,11,187751,187709
386,188286,12.5002903371146,0.759930186344041,18,185868,185868
387,189121,13.009974186198052,0.7602844854491627,15,188654,188688
388,189443,8.922867690631877,0.761785418981669,18,188977,188330
389,190071,10.56348757578383,0.7535644595007112,16,189529,189587
390,190710,11.488636345119051,0.7575455323890536,11,190167,190182
391,190889,15.644385920552155,0.7564895644047814,18,190399,190414
392,191467,10.934357318260819,0.762161415387975,18,185868,190954
393,191956,9.49110641130036,0.7620226006080002,18,191475,191467
394,192678,14.443275288267277,0.7596745072410229,11,191631,192159
395,193084,10.239027846575116,0.7627325815366323,11,192645,191631
396,193209,10.990480423299662,0.7599700016378742,19,192716,192684
397,193935,10.625565296134692,0.7586550876334536,18,193391,192875
398,194155,9.017462776931335,0.7612527681013572,19,193784,193747
399,194928,9.516217745360676,0.7559963455612527,18,194264,194333
400,195262,10.259328988433943,0.7532766020106677,18,194912,194334
401,195768,10.966735007805148,0.7581533929350629,18,195310,194334
402,196138,7.1378827773657685,0.7613827978671356,19,195705,195833
403,197025,15.113980726069503,0.7618182438587691,11,196546,196573
404,197207,6.795152767379693,0.7622104389755102,17,196846,196846
405,197988,14.016730078133438,0.7607943157170092,11,197536,197532
406,198118,9.08279929646226,0.7614089566490958,18,197789,197788
407,198766,7.627437849122306,0.7624422216000284,18,198110,198081
408,199061,6.458734556993678,0.760907854617634,20,198670,198596
409,199984,11.612264729434848,0.7600681147979917,11,199520,199520
410,200477,8.676337223945296,0.7625379150145106,11,199955,166828
411,200538,7.054875079377695,0.7616942187663317,20,200031,200042
412,201012,4.040126810994223,0.7615465760634201,20,200567,200554
413,201653,4.475876434184281,0.7599871063738718,20,200548,201018
414,202141,9.937993896072793,0.7603993096930804,20,201632,201644
415,202677,5.492516420772633,0.761890721476569,20,202215,202219
416,203203,14.669798106444448,0.7555540318227651,18,202483,202521
417,203713,10.885807731921096,0.7602490748998794,20,203117,203050
418,204174,8.640300387648445,0.7615160728468015,20,203626,203679
419,204620,7.762883550285128,0.762308291107789,20,204107,200548
420,205265,5.664870076566413,0.76231998821539,19,204758,204756
421,205501,11.9258030920696,0.7491371573758453,18,204976,203599
422,206056,8.21492106423025,0.7608729713840372,18,205484,205496
423,206537,15.684107636908838,0.7613122993856719,20,205969,205967
424,207073,8.49403303160093,0.7595266803863875,20,205947,206515
425,207477,9.480698893384297,0.7603249670296076,20,207062,207056
426,207984,10.986734984291944,0.7619525396616235,20,207590,207476
427,208599,7.949418664218696,0.7610387094179818,20,208043,208045
428,209054,12.233861345724607,0.7611689236562685,18,208390,208434
429,209613,14.013918952055683,0.7566344507988882,18,209058,209058
430,210162,7.770905877801581,0.7613092851436254,16,209728,209649
