generation,id,novelty,score,species,parent1,parent2
0,1,1.8027818387384003,0.14809619361422915,1,-1,-1
0,2,0.0,0.147183723397612,1,-1,-1
0,3,0.0,0.147183723397612,1,-1,-1
0,4,-1,-0.009594547908663686,1,-1,-1
0,5,-1,-0.1018429162938126,1,-1,-1
0,6,0.9368340117614783,0.12869460463044305,1,-1,-1
0,7,0.0,0.147183723397612,1,-1,-1
0,8,11.197355302005159,0.1855575624637258,1,-1,-1
0,9,0.0,0.147183723397612,1,-1,-1
0,10,-1,-0.005604217158606982,1,-1,-1
0,11,0.0,0.147183723397612,2,-1,-1
0,12,1.7961958100579882,0.14856890869997624,1,-1,-1
0,13,0.0,0.147183723397612,2,-1,-1
0,14,1.6548237704302429,0.15385494994099053,1,-1,-1
0,15,7.879985701938115e-05,0.1471837694792038,1,-1,-1
0,16,-1,-0.027683156106336655,2,-1,-1
0,17,0.0,0.147183723397612,2,-1,-1
0,18,0.00012178491093237654,0.14718379448203212,3,-1,-1
0,19,0.0,0.147183723397612,2,-1,-1
0,20,0.0,0.147183723397612,2,-1,-1
0,21,0.0,0.147183723397612,2,-1,-1
0,22,-1,0.0017504792053883046,2,-1,-1
0,23,0.0,0.147183723397612,1,-1,-1
0,24,0.0,0.147183723397612,2,-1,-1
0,25,1.0072865121921155,0.165158413812954,2,-1,-1
0,26,0.0,0.147183723397612,2,-1,-1
0,27,0.0038542027184831794,0.14237060601613097,1,-1,-1
0,28,0.0,0.147183723397612,1,-1,-1
0,29,21.39732712471341,0.02752175042226793,2,-1,-1
0,30,4.092672484374658,0.10755553708518097,3,-1,-1
0,31,15.275162108023235,0.012746447741314535,3,-1,-1
0,32,0.0,0.147183723397612,1,-1,-1
0,33,0.0,0.147183723397612,2,-1,-1
0,34,0.0,0.147183723397612,2,-1,-1
0,35,0.0013294823238988822,0.13515902314679606,1,-1,-1
0,36,19.74206586300833,0.02724317508314137,4,-1,-1
0,37,0.0,0.147183723397612,1,-1,-1
0,38,0.0013389465912557815,0.13515902202290087,2,-1,-1
0,39,10.547825893853314,0.1815428126094111,1,-1,-1
0,40,0.0,0.147183723397612,2,-1,-1
0,41,0.01065416712921016,0.14234687095653847,4,-1,-1
0,42,0.0,0.147183723397612,2,-1,-1
0,43,21.01516681611777,0.1270940718960295,2,-1,-1
0,44,25.683944231570116,0.23273158614220493,4,-1,-1
0,45,0.0,0.147183723397612,4,-1,-1
0,46,0.0,0.147183723397612,2,-1,-1
0,47,19.357910172413725,0.014405595888396088,4,-1,-1
0,48,0.0,0.147183723397612,2,-1,-1
0,49,0.0,0.147183723397612,4,-1,-1
0,50,0.0,0.147183723397612,2,-1,-1
0,51,0.645336560157639,0.15912731916069828,4,-1,-1
0,52,0.0,0.147183723397612,1,-1,-1
0,53,-1,-0.028023301259349896,3,-1,-1
0,54,5.330661352331845e-07,0.14718372364865306,1,-1,-1
0,55,0.00023747949848977137,0.14718391435222924,1,-1,-1
0,56,-1,-0.02767267724602631,1,-1,-1
0,57,0.0004659583901030828,0.14718409134510185,2,-1,-1
0,58,0.000684980197617809,0.14718425133754487,4,-1,-1
0,59,0.0,0.147183723397612,2,-1,-1
0,60,0.0,0.147183723397612,2,-1,-1
0,61,-1,-0.028830307992422394,4,-1,-1
0,62,0.0,0.147183723397612,1,-1,-1
0,63,0.0035551613212277287,0.14237158738405342,1,-1,-1
0,64,0.0031044967037672675,0.1423775147681069,4,-1,-1
0,65,0.0,0.147183723397612,4,-1,-1
0,66,0.0,0.147183723397612,5,-1,-1
0,67,0.0,0.147183723397612,2,-1,-1
0,68,10.932053690882686,0.18369302289659065,1,-1,-1
0,69,6.454122507572961,0.03404785157059642,2,-1,-1
0,70,0.0,0.147183723397612,2,-1,-1
0,71,-1,-0.005025928576555877,2,-1,-1
0,72,0.0,0.147183723397612,4,-1,-1
0,73,-1,-0.029873977527647796,1,-1,-1
0,74,0.0,0.147183723397612,2,-1,-1
0,75,0.0,0.147183723397612,4,-1,-1
0,76,13.833335496196298,0.2136413856414429,2,-1,-1
0,77,0.0,0.147183723397612,2,-1,-1
0,78,0.00668748413372621,0.1351586480028781,2,-1,-1
0,79,0.0,0.147183723397612,1,-1,-1
0,80,3.6315829923120666,0.18355650012193236,1,-1,-1
0,81,1.4532763632772698,0.16663284770496306,2,-1,-1
0,82,0.0,0.147183723397612,1,-1,-1
0,83,3.178927722230448,0.16368320555311439,2,-1,-1
0,84,0.0,0.147183723397612,3,-1,-1
0,85,0.0,0.147183723397612,2,-1,-1
0,86,0.0,0.147183723397612,2,-1,-1
0,87,0.0,0.147183723397612,5,-1,-1
0,88,-1,-0.08316425111564155,3,-1,-1
0,89,0.8805777332674078,0.14081326034748143,4,-1,-1
0,90,-1,-0.027665122891553942,2,-1,-1
0,91,0.0,0.147183723397612,3,-1,-1
0,92,4.630642898462156e-06,0.14718372562955548,2,-1,-1
0,93,3.7477375200878624,0.10599212286774348,1,-1,-1
0,94,0.0,0.147183723397612,2,-1,-1
0,95,3.235531801796663,0.15579631514020936,1,-1,-1
0,96,0.0,0.147183723397612,1,-1,-1
0,97,-1,-0.1245938639946981,2,-1,-1
0,98,0.0,0.147183723397612,2,-1,-1
0,99,-1,-0.027903556335502157,1,-1,-1
0,100,0.3130115480858836,0.14121384708706577,2,-1,-1
0,101,0.020250598764572202,0.13516041882752933,2,-1,-1
0,102,-1,-0.024339997399148165,3,-1,-1
0,103,-1,-0.12976987285692693,3,-1,-1
0,104,0.9142374007733352,0.15976350459424943,3,-1,-1
